x-axis,1,2
second,Volt,Volt
+419.06000E-06,-1.49316406250E+00,+5.12667970690E+00
+419.07000E-06,-1.49414062500E+00,+5.12648439439E+00
+419.08000E-06,-1.49511718750E+00,+5.12550783188E+00
+419.09000E-06,-1.49609375000E+00,+5.12433595686E+00
+419.10000E-06,-1.49707031250E+00,+5.12335939435E+00
+419.11000E-06,-1.49804687500E+00,+5.12277345684E+00
+419.12000E-06,-1.49902343750E+00,+5.12296876934E+00
+419.13000E-06,-1.50000000000E+00,+5.12375001935E+00
+419.14000E-06,-1.50000000000E+00,+5.12492189437E+00
+419.15000E-06,-1.50097656250E+00,+5.12628908189E+00
+419.16000E-06,-1.50195312500E+00,+5.12765626941E+00
+419.17000E-06,-1.50292968750E+00,+5.12843751942E+00
+419.18000E-06,-1.50390625000E+00,+5.12863283193E+00
+419.19000E-06,-1.50488281250E+00,+5.12824220692E+00
+419.20000E-06,-1.50585937500E+00,+5.12765626941E+00
+419.21000E-06,-1.50683593750E+00,+5.12667970690E+00
+419.22000E-06,-1.50781250000E+00,+5.12511720687E+00
+419.23000E-06,-1.50878906250E+00,+5.12433595686E+00
+419.24000E-06,-1.50976562500E+00,+5.12433595686E+00
+419.25000E-06,-1.50976562500E+00,+5.12375001935E+00
+419.26000E-06,-1.51074218750E+00,+5.12277345684E+00
+419.27000E-06,-1.51171875000E+00,+5.12257814434E+00
+419.28000E-06,-1.51171875000E+00,+5.12277345684E+00
+419.29000E-06,-1.51269531250E+00,+5.12257814434E+00
+419.30000E-06,-1.51367187500E+00,+5.12238283183E+00
+419.31000E-06,-1.51367187500E+00,+5.12277345684E+00
+419.32000E-06,-1.51464843750E+00,+5.12375001935E+00
+419.33000E-06,-1.51464843750E+00,+5.12433595686E+00
+419.34000E-06,-1.51562500000E+00,+5.12414064436E+00
+419.35000E-06,-1.51562500000E+00,+5.12375001935E+00
+419.36000E-06,-1.51660156250E+00,+5.12277345684E+00
+419.37000E-06,-1.51562500000E+00,+5.12140626932E+00
+419.38000E-06,-1.51660156250E+00,+5.12062501931E+00
+419.39000E-06,-1.51660156250E+00,+5.11964845679E+00
+419.40000E-06,-1.51660156250E+00,+5.11828126927E+00
+419.41000E-06,-1.51660156250E+00,+5.11691408175E+00
+419.42000E-06,-1.51660156250E+00,+5.11652345675E+00
+419.43000E-06,-1.51562500000E+00,+5.11769533176E+00
+419.44000E-06,-1.51562500000E+00,+5.11828126927E+00
+419.45000E-06,-1.51562500000E+00,+5.11847658177E+00
+419.46000E-06,-1.51562500000E+00,+5.11886720678E+00
