x-axis,1,2
second,Volt,Volt
+413.22000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.24000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.26000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.28000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.30000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.32000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.34000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.36000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.38000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.40000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.42000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.44000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.46000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.48000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.50000E-06,-1.50683593750E+00,+11.88476562500E+00
+413.52000E-06,-1.50585937500E+00,+11.88476562500E+00
+413.54000E-06,-1.50585937500E+00,+11.88476562500E+00
+413.56000E-06,-1.50585937500E+00,+11.88476562500E+00
+413.58000E-06,-1.50585937500E+00,+11.88476562500E+00
+413.60000E-06,-1.50585937500E+00,+11.88476562500E+00
+413.62000E-06,-1.50585937500E+00,+11.88476562500E+00
+413.64000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.66000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.68000E-06,-1.50585937500E+00,+11.88476562500E+00
+413.70000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.72000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.74000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.76000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.78000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.80000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.82000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.84000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.86000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.88000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.90000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.92000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.94000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.96000E-06,-1.50585937500E+00,+11.87500000000E+00
+413.98000E-06,-1.50585937500E+00,+11.87500000000E+00
+414.00000E-06,-1.50585937500E+00,+11.87500000000E+00
+414.02000E-06,-1.50585937500E+00,+11.87500000000E+00
